record_id,no_abstract,title,abstract,doi,eligible,family_abstract,family,family_symmetric,subclass,hybrid,reason,minutes
RC-6475,,Data-driven prediction of reversal of large-scale circulation in turbulent convection,"Large-scale circulation (LSC) quasi-stably emerges in the turbulent Rayleigh-Bénard convection, and intermittently reverses its rotational direction in two-dimensional turbulent convection. In this paper, direct numerical simulations of the intermittent reversals of the LSC in a two-dimensional square domain are performed, and the time series of the total angular momentum indicating the rotational direction of the LSC is predicted by reservoir computing whose input consists of the shear rates and temperatures at six locations on the sidewalls. The total angular momentum in the simulation after times shorter than half the typical duration of the quasi-stable states is successfully reproduced by the locally-measurable quantities on the sidewalls because the secondary rolls accompanied by the boundary flow characterize the reversal of the LSC. The successful prediction by such sparse input derived from local measurements on the sidewalls demonstrates that the reservoir computing prediction of the reversal is feasible in laboratory experiments and industrial applications. On the other hand, long-term prediction often provides the total angular momentum opposite in sign to the one in the simulations in the late parts of long quasi-stable states. The statistical independence of each reversal implies that the prediction after the reversal is difficult or even impossible, and the training data in the late part in the long quasi-stable state, which rarely appears, is contaminated by the statistically-independent angular momentum in the subsequent quasi-stable state.",10.1103/physrevfluids.10.053501,yes,unassignable,F1,,F1.1,,"PASS 1: unassignable under R7. The abstract's entire architectural content is the phrase 'reservoir computing'; the six sidewall locations are input sensors, not reservoir probes, and reading them as probes would have produced F4 for no reason at all. PASS 2: the paper is explicit - 'echo state networks with leaky-integrator neurons (LI-ESN)', with Wres in R^(Nres x Nres), connectivity Cres = 0.05, spectral radius 0.7, leak ratio 0.3, and ridge regression for Wout. Sec.2 step (iii), F1; leaky-integrator continuous units, F1.1. The sparse random Wres is an initialisation detail, so not F1.4. Prediction accuracy reported against a 50% coin-toss floor, and a full hyperparameter sweep is in the appendix.",32
RC-5956,,Word2Spike: Poisson Rate Coding for Associative Memories and Neuromorphic Algorithms,"Spiking neural networks offer a promising path toward energy-efficient, brain-like associative memory. This paper introduces Word2Spike, a novel rate coding mechanism that combines continuous word embeddings and neuromorphic architectures. We develop a one-to-one mapping that converts multi-dimensional word vectors into spike-based attractor states using Poisson processes. Using BitNet b1.58 quantization, we maintain 97% semantic similarity of continuous embeddings on SimLex-999 while achieving 100% reconstruction accuracy on 10,000 words from OpenAI's text-embedding-3-large. We preserve analogy performance (100% of original embedding performance) even under intentionally introduced noise, indicating a resilient mechanism for semantic encoding in neuromorphic systems. Next steps include integrating the mapping with spiking transformers and liquid state machines (resembling Hopfield Networks) for further evaluation.",10.48550/arxiv.2509.07361,no,unassignable,unassignable,,,,"Not a reservoir-computing record. Word2Spike is a rate-coding scheme mapping static word embeddings onto Poisson spike-based attractor states; there is no reservoir, no state carried across time steps and no readout fit to a task on such a state. Liquid state machines appear exactly once, as future work: 'Next steps include integrating the mapping with spiking transformers and liquid state machines'. Excluded not-rc:no-state-map under Sec.4.2; not-rc:static-input applies as well, since word vectors carry no input history. Sec.2 never runs.",4
RC-0581,,Reservoir Computing with Charge‐Trap Memory Based on a MoS<sub>2</sub> Channel for Neuromorphic Engineering,"Abstract Novel memory devices are essential for developing low power, fast, and accurate in‐memory computing and neuromorphic engineering concepts that can compete with the conventional complementary metal−oxide−semiconductor (CMOS) digital processors. 2D semiconductors provide a novel platform for advanced semiconductors with atomic thickness, low‐current operation, and capability of 3D integration. This work presents a charge‐trap memory (CTM) device with a MoS 2 channel where memory operation arises, thanks to electron trapping/detrapping at interface states. Transistor operation, memory characteristics, and synaptic potentiation/depression for neuromorphic applications are demonstrated. The CTM device shows outstanding linearity of the potentiation by applied drain pulses of equal amplitude. Finally, pattern recognition is demonstrated by reservoir computing where the input pattern is applied as a stimulation of the MoS 2 ‐based CTMs, while the output current after stimulation is processed by a feedforward readout network. The good accuracy, the low current operation, and the robustness to input random bit flip makes the CTM device a promising technology for future high‐density neuromorphic computing concepts.",10.1002/adma.202205381,yes,F1,F1,,F1.6,,"'The input pattern is applied as a stimulation of the MoS2-based CTMs, while the output current after stimulation is processed by a feedforward readout network' - plural devices, each separately stimulated and separately read, with no coupling reported between them. That is R6 exactly: F1, subclass F1.6, uncoupled dynamic nodes. Not F4, because the devices are addressable and the arrangement is known; not F2, because there is no delay loop. Memory is electron trapping and detrapping internal to each device, which is what F1.6's definition asks for. The feedforward readout makes D2 = nonlinear-readout but it is still fit to the task, so I3 holds. ELIGIBILITY FLAGGED: 'the good accuracy' - the RC result carries no number in the abstract, though the device characterisation does.",11
RC-6434,,Latent Representation in Human–Robot Interaction With Explicit Consideration of Periodic Dynamics,"This paper presents a new data-driven framework for analyzing periodic physical human-robot interaction (pHRI) in latent state space. To elaborate human understanding and/or robot control during pHRI, the model representing pHRI is critical. Recent developments of deep learning technologies would enable us to learn such a model from a dataset collected from the actual pHRI. Our framework is developed based on variational recurrent neural network (VRNN), which can inherently handle time-series data like one pHRI generates. This paper modifies VRNN in order to include the latent dynamics from robot to human explicitly. In addition, to analyze periodic motions like walking, we integrate a new recurrent network based on reservoir computing (RC), which has random and fixed connections between numerous neurons, with VRNN. By augmenting RC into complex domain, periodic behavior can be represented as the phase rotation in complex domain without decaying the amplitude. For verification of the proposed framework, a rope-rotation/swinging experiment was analyzed. The proposed framework, trained on the dataset collected from the experiment, achieved the latent state space where the differences in periodic motions can be distinguished. Such a well-distinguished space yielded the best prediction accuracy of the human observations and the robot actions. The attached video can be seen in youtube: https://youtu.be/umn0MVcIpsY",10.1109/thms.2022.3182909,yes,F1,F1,,F1.1,,"The reservoir component is stated: 'a new recurrent network based on reservoir computing (RC), which has random and fixed connections between numerous neurons'. 'Random and fixed' answers I2, 'numerous neurons' with connections answers Sec.2 step (iii): F1. Subclass F1.1, continuous-valued node activations - though the complex-domain augmentation ('periodic behavior can be represented as the phase rotation in complex domain') pulls genuinely towards F1.5. I read F1.5 as requiring oscillatory coupling, and here the coupling is an ordinary random complex weight matrix, so F1.1 with the ambiguity recorded. MEMBERSHIP NOTE: the RC block sits inside a variational RNN trained end to end, but the abstract says the RC connections stay random and fixed, so no task error reaches the state map and I2 survives, with the VRNN as the trained readout under I3. Re-check at extraction.",12
RC-0541,,Crystallinity‐controlled volatility tuning of <scp>ZrO<sub>2</sub></scp> memristor for physical reservoir computing,"Abstract Memristors have been emerging as promising candidates for computing systems in post‐Moore applications, particularly electrochemical metallization‐based memristors, which are poised to play a crucial role in neuromorphic computing and machine learning. These devices are favored for their high integration density, low power consumption, rapid switching speed, and significant on/off ratio. Despite advancements in various materials, achieving adequate electrical performance—characterized by threshold switching (TS) behavior, spontaneous reset, and low off‐state resistance—remains challenging due to the limitations in conductance filament control within the nanoscale resistive switching layer. In this study, we introduce an efficient method to control the ZrO 2 crystallinity for tunable volatility memristor by establishing the filament paths through a simple thermal treatment process in a single oxide layer. The effect of ZrO 2 crystallinity to create localized filament paths for enhancing Ag migration and improving TS behavior is also investigated. In contrast to its amorphous counterpart, crystallized ZrO 2 volatile memristor, treated by rapid thermal annealing, demonstrates a steep switching slope (0.21 mV dec –1 ), a high resistance state (25 GΩ), and forming‐free characteristics. The superior volatile performance is attributed to localized conductive filaments along low‐energy pathways, such as dislocations and grain boundaries. By coupling with enhanced volatile switching behavior, we believe that the volatility is finely tuned to function as short‐term memory for reservoir computing, making it particularly well‐suited for tasks such as audio and image recognition. image",10.1002/inf2.12635,yes,unassignable,F2,,F2.1,,"PASS 1: unassignable. The abstract is device physics almost end to end - crystallinity, filaments, a 0.21 mV/dec slope, 25 GOhm - and its only RC sentence is aspirational: 'we believe that the volatility is finely tuned to function as short-term memory for reservoir computing'. No state map stated, so no step of Sec.2 fires. PASS 2: the paper reports two RC systems, which is R11 and not a hybrid. (a) Five TS memristors D1-D5, each fed 4-bit pulse trains, temporal current responses used to classify 5x4 digit images - that is F1.6 - but it lives in Figures S10 to S12, the supplement. (b) 'We adapted a delay feedback-based RC architecture using a single physical nonlinear node with delayed feedback', spike train multiplied by a random mask, states formed 'through coupling with the virtual nodes' - that is F2.1, and it is what the main text reports, 97.4% on spoken digits and 87.1% on MNIST, in Figure 5. R11 says code the system whose results the main text reports and record the second, so F2/F2.1. FOR EXTRACTION: the delay-feedback result is a simulation fitted to measured device traces, so under R1 this record should split into a device record and a simulation record. The pilot sample is fixed, so I have not split it here.",45
RC-3336,,Finite‐Block Polynomial and Volterra Structure in Reservoir Computing,"ABSTRACT Reservoir computing is analyzed through the algebraic structure generated by finite‐width reservoirs on fixed input blocks. For linear and quadratic logistic activations, the induced input‐to‐state map admits an exact finite Volterra representation, yielding an explicit characterization of the associated hypothesis class. It is shown that reservoir width imposes rank constraints on the admissible Volterra kernels, which in the quadratic case reduce to classical matrix‐rank limitations and lead to approximation estimates in terms of spectral decay and best low‐rank approximation error. A Volterra‐Barron complexity measure is introduced for finite‐block polynomial functionals, and corresponding approximation rates are established. Numerical experiments successfully validate the theoretical predictions.",10.1002/nla.70104,yes,unassignable,F1,,F1.1,,"PASS 1: unassignable, and this is a genuine Sec.2 step (i) failure rather than a vague abstract. 'Finite-width reservoirs on fixed input blocks' and 'the induced input-to-state map admits an exact finite Volterra representation' describe a state that is an explicit function of a finite window, which is F3's definition, while 'reservoir width' and 'activations' point at F1. The abstract never says whether internal state is carried across steps, which is the first question the cascade asks. PASS 2 settled it: Sec.2 of the paper states 'A standard echo-state network (ESN) consists of a fixed recurrent dynamical system, called the reservoir, and a trained linear readout', with the recursion driven by a recurrent matrix A in R^(N x N), N reservoir units, and A scaled for the echo state property. The Volterra form is an analysis of that ESN, not the architecture. F1/F1.1. Quantitative content is present: a quadratic-logistic reservoir at 86.35% test accuracy against a standard ESN benchmark, plus kernel-recovery and low-rank experiments.",35
RC-5348,,"Forecasting Measles Incidence in the Philippines: A Comparative Analysis of SARIMA, Holt-Winters, ESN, and NNAR Models","This study examines the incidence of measles in the Philippines from January 1, 2017, to October 28, 2023, employing four distinct forecasting models: Seasonal Autoregressive Integrated Moving Average (SARIMA), Holt-Winters Exponential Smoothing, Echo State Network (ESN), and Neural Network Autoregressive (NNAR). The primary objective is to determine the most effective method for predicting short-term measles incidence trends. Using officially released data on notifiable diseases, the study addresses challenges such as missing data through Predictive Mean Matching (PMM) and evaluates the performances of the models based on root mean squared error (RMSE), mean absolute percentage error (MAPE), and mean absolute error (MAE). The results indicate that the NNAR model outperforms the others, demonstrating its superior ability to handle complex, non-linear data patterns, crucial for epidemiological forecasting. The study highlights the impact of factors like vaccine hesitancy and healthcare accessibility on measles incidence and underscores the importance of leveraging advanced forecasting models in public health decision-making. The findings emphasize the need for targeted vaccination campaigns, resource allocation, and public health communication strategies based on predictive modeling insights. This research contributes to the field of epidemiological forecasting, offering policy recommendations for improving public health response and preparedness in the face of infectious disease outbreaks.",10.31893/multiscience.2025356,yes,F1,F1,,F1.1,,"Comparative forecasting study; the ESN is one of four models and is named with nothing added, so R10 applies as written and gives F1/F1.1. RMSE, MAPE and MAE are reported for all four models, so the quantitative-result criterion is met even though NNAR wins - being outperformed is not an exclusion ground under Sec.4.2. Primary research reporting its own runs, not a review.",5
RC-0972,,Performance optimization research of reservoir computing system based on an optical feedback semiconductor laser under electrical information injection,"for accomplishing nonlinear channel equalization tests under a signal-to-noise ratio (SNR) of 32 dB. Moreover, under a given RC performance level, the information processing rate of the RC can be improved by increasing the SL current.",10.1364/oe.27.019931,yes,unassignable,F2,,F2.1,,"PASS 1: unassignable, and the reason is a packet defect rather than the literature - the abstract field begins mid-sentence ('for accomplishing nonlinear channel equalization tests...'), so I had the title plus two clauses. 'Optical feedback semiconductor laser' invites F2, but that is the substrate shortcut Sec.0.1 forbids and I would not carry a family on it. PASS 2: the paper is unambiguous - 'the feedback time tau is divided into n equal parts, and then the time interval theta is theta = tau/n. The output of the SL in an interval of theta is interpreted as a state of a virtual network node', with a random binary input mask. One nonlinear element, one delay loop, virtual nodes by time multiplexing: F2/F2.1. The full abstract also restores the results - Santa Fe prediction error below 0.01 and symbol error rates on the order of 1e-5. FLAG FOR THE CORPUS BUILD: this record's abstract field is truncated in the packet and should be refetched.",28
RC-6287,,KNOWM memristors in a bridge synapse delay-based reservoir computing system for detection of epileptic seizures,"Nanodevices that show the potential for non-linear transformation of electrical signals and various forms of memory can be successfully used in new computational paradigms, such as neuromorphic or reservoir computing (RC). Dedicated hardware implementations based on functional neuromorphic structures significantly reduce energy consumption and/or increase computational capabilities of a given artificial neural network system. Concepts of RC, which as a flexible computational paradigm can be highly inclusive, are often used as a model to describe computations performed in materia. With mostly fixed internal structure, solid-state devices, especially memristors, are studied as computational substrates in various RC systems. In this work, we present single-node Echo State Machine (SNESM) RC system based on bridge synapse as a computational substrate (consisting of 4 memristors and a differential amplifier) used for epileptic seizure detection. KNOWM memristors were posed as ideal candidates because of their easy prototyping and reliability of operation. In this account, we present an application of commercially available KNOWM memristors in various neuromorphic applications, from simple analysis of switching and internal dynamics (elucidated form noise spectroscopy and total harmonic distortion analysis) to the classification and recognition of complex time series: epilepsy seizure recognition using a wrist-worn triaxial accelerometer.",10.1080/17445760.2022.2088751,yes,F2,F2,,F2.1,,"'Single-node Echo State Machine (SNESM) RC system based on bridge synapse as a computational substrate (consisting of 4 memristors and a differential amplifier)', described in the title as delay-based. A single node plus a delay loop is Sec.2 step (ii): F2/F2.1. The four memristors make up one nonlinear element - the bridge - not four reservoir nodes, so this is not F1.6. ELIGIBILITY FLAGGED: seizure recognition is described but no accuracy figure appears in the abstract.",8
RC-3525,,Improving the prediction stability of reservoir computing by means of dynamic structural bias,"Optimization of computational efficiency and improving predictive stability remain key challenges in reservoir computing (RC) research. Building on the principle of Poincaré recurrence theorem, we propose a dynamic structural bias RC algorithm, significantly improving the prediction stability. Our framework refines the conventional training process by introducing a two-step mechanism. First, a reference state library is constructed from the training time series. Second, this library is used in conjunction with a dot-product similarity calculation to generate a structural, dynamic bias term. This dynamic bias introduces high-fidelity historical information into the reservoir's state update equation. The benefit is that the bias in the prediction phase acts as a dynamic constraint guiding the reservoir evolution toward the true known trajectory. We prove that our algorithm enhances the model's ability to maintain generalized synchronization with the target system's attractor in the autonomous prediction phase. Consequently, our method achieves two key advantages: predictive stability is dramatically improved, and the model's sensitivity to network hyperparameters is reduced. We demonstrate the effectiveness of our method through the reconstruction and long-term prediction of various low-dimensional chaotic systems, showing a substantially increased prediction horizon and a more stable, faithful reproduction of the attractor's structural geometry.",10.1103/5nbr-bqxb,yes,F1,F1,,,,"'Introduces high-fidelity historical information into the reservoir's state update equation', plus 'the model's sensitivity to network hyperparameters is reduced' - a network with a recursive state update, which is Sec.2 step (iii): F1. Subclass blank: nothing in the abstract separates F1.1 from F1.4, and I am not reading 'reservoir computing' as ESN by convention. Considered a hybrid call and rejected it - the dynamic structural bias is a reference-state library consulted during prediction, not a second state-generating mechanism. Remove it and the reservoir still depends on input history, so under Sec.2.1 there is no second component to record.",9
RC-6395,,Dynamical system analysis of a data-driven model constructed by reservoir computing,"This study evaluates data-driven models from a dynamical system perspective, such as unstable fixed points, periodic orbits, chaotic saddle, Lyapunov exponents, manifold structures, and statistical values. We find that these dynamical characteristics can be reconstructed much more precisely by a data-driven model than by computing directly from training data. With this idea, we predict the laminar lasting time distribution of a particular macroscopic variable of chaotic fluid flow, which cannot be calculated from a direct numerical simulation of the Navier-Stokes equation because of its high computational cost.",10.1103/physreve.104.044215,yes,unassignable,F1,,F1.1,,"PASS 1: unassignable under R7 - the only architectural phrase in the abstract is 'a data-driven model constructed by reservoir computing'. PASS 2: Sec.II gives r(t+dt) = (1-a) r(t) + a tanh(A r(t) + Win u(t)) with A in R^(N x N), N much larger than the input dimension, and spectral radius below 1 for the echo state property. Leaky-integrator continuous units: F1/F1.1. The quantitative results are Lyapunov exponents and Lyapunov dimensions tabulated against the actual Lorenz values, which is a capacity/property result and satisfies Sec.4.1.",26
RC-4553,,Modular DFR: Digital Delayed Feedback Reservoir Model for Enhancing Design Flexibility,"A delayed feedback reservoir (DFR) is a type of reservoir computing system well-suited for hardware implementations owing to its simple structure. Most existing DFR implementations use analog circuits that require both digital-to-analog and analog-to-digital converters for interfacing. However, digital DFRs emulate analog nonlinear components in the digital domain, resulting in a lack of design flexibility and higher power consumption. In this paper, we propose a novel modular DFR model that is suitable for fully digital implementations. The proposed model reduces the number of hyperparameters and allows flexibility in the selection of the nonlinear function, which improves the accuracy while reducing the power consumption. We further present two DFR realizations with different nonlinear functions, achieving 10× power reduction and 5.3× throughput improvement while maintaining equal or better accuracy.",10.1145/3609105,yes,F2,F2,,F2.1,,"'A delayed feedback reservoir (DFR) is a type of reservoir computing system well-suited for hardware implementations owing to its simple structure' - memory is the feedback delay, Sec.2 step (ii), F2. F2.1 rather than F2.2: 'modular' refers to the model's decomposition for digital design and to the choice of nonlinear function, and the two realisations named are two designs, not two delay paths. Nothing reports a second loop. 10x power reduction and 5.3x throughput improvement. A fully digital implementation still counts - D1 would be digital-hardware - because substrate is not a family.",8
RC-0387,,High-order fuzzy cognitive maps and randomized networks for time series and nonlinear dynamical systems,"Os mapas cognitivos nebulosos (FCM, do inglês Fuzzy Cognitive Maps) surgiram como métodos interpretáveis das Séries Temporais Nebulosas (FTS, do inglês Fuzzy Time Series) para uma variedade de aplicações no campo de previsão. A construção da estrutura dos FCMs e a extração das conexões ponderadas entre os conceitos compõem a contribuição central das abordagens baseadas em FCMs na literatura. Apesar do sucesso das metodologias propostas, ainda existem algumas lacunas e limitações nesse domínio. Para cobrir alguns desses desafios, esta tese apresenta novas técnicas de previsão baseadas em FCMs para prever séries temporais univariadas e multivariadas, focando no design da nova arquitetura e na aceleração da fase de treinamento. Assim, a principal contribuição desta tese é introduzir novas técnicas de previsão pela fusão de FTS e FCMs para gerar FCMs aleatórios de alta ordem (R-HFCM, do inglês Randomized High-Order FCM) como modelos de computação de reservatório pela primeira vez na literatura. O R-HFCM é um tipo de rede de estado de eco (ESN, do inglês Echo State Network ), onde a camada do reservatório consiste em um grupo de sub-reservatórios de tal forma que os pesos dentro de cada sub-reservatório são escolhidos aleatoriamente de acordo com a inicialização de pesos do ESN. Os experimentos computacionais demonstram que o R-HFCM supera em termos de precisão e velocidade de treinamento quando comparado aos FCMs tradicionais treinados por algoritmos evolutivos como o algoritmo genético (GA, do inglês Genethic Algorithm). Para preencher a ausência de modelos de Entrada Múltipla e Saída Múltipla (MIMO, do inglês Multiple-Input Multiple-Output), extensões do método R-HFCM univariado foram apresentadas para lidar com a previsão de séries temporais de baixa e alta dimensionalidade. Vale ressaltar que, em ambos os métodos MIMO, apenas a camada de saída é treinável utilizando o método dos mínimos quadrados por ser de baixo custo computacional. Os métodos propostos obtiveram resultados promissores e competitivos em comparação com uma variedade de métodos de aprendizado profundo e aprendizado de máquina em termos de precisão e parcimônia.",,no,unassignable,unassignable,,,,"Doctoral thesis ('esta tese'), abstract in Portuguese. Two Sec.4.2 codes apply, both added on 2026-09-05 with this record among the triggers: not-eligible:publication-type, because the object is a dissertation and Sec.4.1's list does not admit one, and not-english, because Sec.4.1 requires an English full text. I code not-eligible:publication-type as primary since it holds whatever language the body turns out to be in. For the record, the content would classify - R-HFCM is described as a type of ESN whose reservoir layer is a group of sub-reservoirs, so F1 - but Sec.4.2 removes it upstream and Sec.2 never runs.",6
RC-4945,,Universal Set of Observables for Forecasting Physical Systems Through Causal Embedding,"We demonstrate when and how an entire left-infinite orbit of an underlying dynamical system or observations from such left-infinite orbits can be uniquely represented by a pair of elements in a different space, a phenomenon which we call \textit{causal embedding}. The collection of such pairs is derived from a driven dynamical system and is used to learn a function which together with the driven system would: (i). determine a system that is topologically conjugate to the underlying system (ii). enable forecasting the underlying system's dynamics since the conjugacy is computable and universal, i.e., it does not depend on the underlying system (iii). guarantee an attractor containing the image of the causally embedded object even if there is an error made in learning the function. By accomplishing these we herald a new forecasting scheme that beats the existing reservoir computing schemes that often lead to poor long-term consistency as there is no guarantee of the existence of a learnable function, and overcomes the challenges of stability in Takens delay embedding. We illustrate accurate modeling of underlying systems where previously known techniques have failed.",10.1109/tnnls.2025.3632965,yes,unassignable,F1,,F1.1,,"PASS 1: unassignable. 'Derived from a driven dynamical system' names an object without describing it, and the paper positions itself against reservoir computing rather than as an instance of it, so assuming an RNN would have been inference. PASS 2 (arXiv 2105.10759v3 - see the caveat): the driven system is given explicitly as x_(n+1) = (1-a) x_n + a tanh(A u_n + alpha B x_n) with A and B real N x N matrices - a leaky-integrator tanh recurrent network, arbitrarily generated and never trained. F1/F1.1. The learned map Gamma is a deep feedforward network, so the depth is in the readout and R2 keeps this at F1.1 rather than F1.3; I3 is satisfied and D2 = nonlinear-readout. CAVEAT: the record is the TNNLS 2025 article, which is paywalled. The 2023 preprint I could read defers its quantitative comparisons to a companion reference, so the state map is solid but the Sec.4.1 quantitative-result check rests on a published version I have not seen.",30
RC-0175,,Tutorial on Sustainable Deep Learning for Time-series: Reservoir Computing,International audience,,no,unassignable,unassignable,,,,"Tutorial, per its own title, and the abstract field holds only the HAL placeholder 'International audience', so there is no content to code even if it were eligible. Excluded not-primary under Sec.4.2, corpus-adjacent under Sec.4.3; R8 applies. No pass 2.",3
RC-4437,,Phase Transition Adaptation,"Artificial Recurrent Neural Networks are a powerful information processing abstraction, and Reservoir Computing provides an efficient strategy to build robust implementations by projecting external inputs into high dimensional dynamical system trajectories. In this paper, we propose an extension of the original approach, a local unsupervised learning mechanism we call Phase Transition Adaptation, designed to drive the system dynamics towards the 'edge of stability'. Here, the complex behavior exhibited by the system elicits an enhancement in its overall computational capacity. We show experimentally that our approach consistently achieves its purpose over several datasets.",10.1109/ijcnn52387.2021.9534006,yes,F1,F1,,,,"The system is a recurrent neural network reservoir - 'Artificial Recurrent Neural Networks ... Reservoir Computing provides an efficient strategy to build robust implementations by projecting external inputs into high dimensional dynamical system trajectories' - and Phase Transition Adaptation is a local unsupervised rule acting on those dynamics. Sec.2 step (iii): F1. Subclass blank, because 'recurrent neural network' does not by itself separate rate-based F1.1 from spiking F1.2, and R10's licence is for named architectures (ESN, LSM), not for the generic term. Local unsupervised adaptation is INCLUDE under Sec.1.2 with D3 = unsupervised. ELIGIBILITY FLAGGED: 'consistently achieves its purpose over several datasets' with no figure in the abstract.",9
RC-6257,,Optimizing quantum noise-induced reservoir computing for nonlinear and chaotic time series prediction,"Quantum reservoir computing is strongly emerging for sequential and time series data prediction in quantum machine learning. We make advancements to the quantum noise-induced reservoir, in which reservoir noise is used as a resource to generate expressive, nonlinear signals that are efficiently learned with a single linear output layer. We address the need for quantum reservoir tuning with a novel and generally applicable approach to quantum circuit parameterization, in which tunable noise models are programmed to the quantum reservoir circuit to be fully controlled for effective optimization. Our systematic approach also involves reductions in quantum reservoir circuits in the number of qubits and entanglement scheme complexity. We show that with only a single noise model and small memory capacities, excellent simulation results were obtained on nonlinear benchmarks that include the Mackey-Glass system for 100 steps ahead in the challenging chaotic regime.",10.1038/s41598-023-45015-4,yes,F1,F1,,,,"R5: quantum is not a family, so code the state map. Qubits in a parameterised circuit with a stated entanglement scheme are individually addressable units with a specified coupling structure, so Sec.2 step (iii): F1. Subclass blank, and this is a Tier-2 gap worth reporting rather than a coder's shrug - F1.1 wants continuous activations with a leaky or tanh update, F1.5 wants phases with oscillatory coupling, F1.6 wants uncoupled units, and a qubit register with a designed entangler is none of the three. Flagging it for the pilot's Tier-2 completion output alongside the RC-5476 ensemble case recorded in taxonomy Sec.12. Noise is used as a resource here, not as an adaptation, so D3 is hp-optimized at most. Mackey-Glass at 100 steps ahead is the quantitative result.",11
RC-3326,,Time-multiplexed Reservoir Computing with Semiconductor Laser Systems,"This chapter will focus on a specific variant of reservoir computing (RC) which is based on time-multiplexing the input and readout layers. It is often referred to as delay-based or time-delay RC, as it can easily be realized with a single physical systems subject to self-feedback and does not require a network of numerous coupled nonlinear units. In this time-multiplexed scheme, the nonlinear transformation and mixing of the input data is realized via the internal dynamics of the nonlinear physical system. Strongly nonlinear optical elements, for example semiconductor lasers subject to optical feedback, are promising candidates and offer fast data processing rates combined with the possibility of on-chip hardware realization. The time-delay of the feedback loop has a twofold purpose; it induces a complex response and provides short term memory. While the intrinsic dynamical nonlinearity can be exploited for the computing, it can also lead to intrinsic instabilities that prevent stable computing operation. We will discuss this in detail and elaborate how the bifurcation structure, i.e. the phase diagram in parameter space, can help to find good operation conditions for delay-based RC. Please also see the chapter by Stephan Wong, Doris E. Reiter and Sang Soon Oh for a machine learning based method to determine phase diagrams. We will also focus on the fact that the specific memory requirements for a given reservoir computing task, for example the prediction of a complex time series, are not unique and vary a lot between tasks, leading to different prerequisites for the dynamical system in use.",10.1007/978-3-032-04129-6_18,no,unassignable,unassignable,,,,"Tutorial book chapter, and it announces itself as one: 'This chapter will focus on...', 'We will discuss this in detail and elaborate how the bifurcation structure ... can help to find good operation conditions', and it refers the reader to another chapter. Sec.4.1's 2026-09-05 widening admits book chapters that report primary research; this one reports none of its own. Excluded not-primary under Sec.4.2. R8 is why I have not coded the delay-based laser systems it describes as F2.1, however plainly it describes them - the unit of analysis is the record.",5
RC-1991,,Richness of Node Embeddings in Graph Echo State Networks,"Graph Echo State Networks (GESN) have recently proved effective in node classification tasks, showing particularly able to address the issue of heterophily.While previous literature has analyzed the design of reservoirs for sequence ESN and GESN for graph-level tasks, the factors that contribute to rich node embeddings are so far unexplored.In this paper we analyze the impact of different reservoir designs on node classification accuracy and on the quality of node embeddings computed by GESN using tools from the areas of information theory and numerical analysis.In particular, we propose an entropy measure for quantifying information in node embeddings.",10.14428/esann/2023.es2023-51,yes,F1,F1,,,,"Graph Echo State Networks: ESN is named, so R10 gives F1. Subclass blank, and the honest difficulty is F1.4 - it asks whether the topology is the paper's object of study, and here the reservoir *design* is the object of study while the coupling structure is the input graph, supplied by the dataset rather than designed. I would not call that a design claim about the reservoir's own topology. Node classification accuracy and an entropy measure of the node embeddings are the quantitative results.",9
RC-2584,,Prediction of unobserved bifurcation by unsupervised extraction of slowly time-varying system parameter dynamics from time series using reservoir computing,"Introduction: Nonlinear and non-stationary processes are prevalent in various natural and physical phenomena, where system dynamics can change qualitatively due to bifurcation phenomena. Machine learning methods have advanced our ability to learn and predict such systems from observed time series data. However, predicting the behavior of systems with temporal parameter variations without knowledge of true parameter values remains a significant challenge. Methods: This study uses reservoir computing framework to address this problem by unsupervised extraction of slowly varying system parameters from time series data. We propose a model architecture consisting of a slow reservoir with long timescale internal dynamics and a fast reservoir with short timescale dynamics. The slow reservoir extracts the temporal variation of system parameters, which are then used to predict unknown bifurcations in the fast dynamics. Results: Through experiments on chaotic dynamical systems, our proposed model successfully extracted slowly varying system parameters and predicted bifurcations that were not included in the training data. The model demonstrated robust predictive performance, showing that the reservoir computing framework can handle nonlinear, non-stationary systems without prior knowledge of the system's true parameters. Discussion: Our approach shows potential for applications in fields such as neuroscience, material science, and weather prediction, where slow dynamics influencing qualitative changes are often unobservable.",10.3389/frai.2024.1451926,yes,unassignable,F1,,F1.3,,"PASS 1: unassignable. 'A slow reservoir with long timescale internal dynamics and a fast reservoir with short timescale dynamics' answers Sec.2 step (i) - state is carried across steps - and then stops. Two-timescale delay-based or medium-based reservoirs are equally constructible, so steps (ii) to (iv) have nothing to bite on. PASS 2: both reservoirs are given as leaky-integrator networks, us(n+1) = a us(n) + (1-a) tanh(W_s us(n) + W_sin y(n) + b_s), with a sparse W normalised by spectral radius and N = 2000 neurons. F1. Subclass F1.3: two reservoir stages, each with its own state, the slow one's extracted parameter fed into the fast one, which is what 'two or more reservoir stages in sequence' asks for. The parameter extraction is unsupervised, so D3 = unsupervised and Sec.1.2 says INCLUDE.",36
